議案屆次別,大會類別,類別,選區,議員,質詢內容,相關局處,質詢日期,議事錄頁碼開頭,發言開頭2句話,關鍵字（法案名字、簡稱、地名）
第3屆第1次,定期會,市政總質詢,第十一選區,吳禹寰,希望市府針對二空眷村的文化傳承有所規劃。,文化局,2019/5/1,p.422,隨著在臺日久落地生根，眷村與村外的互動往來也日益頻繁,二空眷村
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,台三線道路聯通管道開挖，造成地方交通黑暗期，影響觀光事業，希望能尊重地方意見。,市長,2019/5/2,p.424,想要問一下，您對山區這一部分，玉井、左鎮、楠西、南化，相對下你應該比其他人還要更深入了解吧？,台三線、聯通管道
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,芒果豐收，農民擔心價格崩盤，市府應有配套措施。,市長,2019/5/2,p.430,謝謝。請問市長，今年芒果產量您預估大概是多少？,芒果
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,農產外銷需要硬體設施配合，並農產運銷公司盈餘，應一部分回饋給鄉親。,市長,2019/5/2,p.432,接下來探討現在水果外銷的問題，在臺灣常常能聽到，臺灣的水果一流，非常甜，很好吃的這些新聞,農產外銷、農產運銷公司
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,農路修繕經費不足，希望市府能增列預算。,市長,2019/5/2,p.434,這個是我們目前山區的農路，我想要請問一下，市長您知道目前在臺南市全市列冊在案的農路、產業道路,農路
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,楠西區只有各一間國中小，但人數超過一百人，沒有營養午餐補助，希望市府能制定特別條例補助。,市長,2019/5/2,p.436,市長，百人以下的學校為什麼會有營養午餐的補助，這個您知道嗎？,楠西區、營養午餐
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,山區營養午餐價格提高，讓學童有更好的伙食。,市長,2019/5/2,p.437,這是目前六都營養午餐的比較，臺南市是比較便宜36 元至39 元,營養午餐
第3屆第1次,定期會,市政總質詢,第四選區,周奕齊,要求活化英語情境教室。,教育局,2019/5/2,p.440,好，教育局長，您知道這個是什麼嗎？,英語情境教室
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,趕快定案市政中心計畫，減少交通成本。,市長,2019/5/2,p.444,說來說去，我就說到重點，市長，我知道你是個很節儉的人,新市政中心
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,建議合併議員選區為六個選區。,市長,2019/5/2,p.445,一個選區只有選一個議員、兩個議員，這些議員也不願意幫你做一些事,議員選區
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,危險農路應及時處理。,農業局,2019/5/2,p.445,農業局長，其實農路很多人關心，我們過去一些農路,農路
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,建議新灣橋拓寬。,工務局,2019/5/2,p.446,八年前，差不多六七年前，我就一直關心這個新灣橋,新灣橋
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,新化下甲橋橋墩設計問題。,水利局,2019/5/2,p.447,局長，就像我講的，這個就是下甲橋，我們新化北勢里的下甲橋,新化、下甲橋
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,要照顧西拉雅族民，市府應提供資源協助。,民委會,2019/5/2,p.448,民族事務委員會主委，我們臺南市民族委員會是不是有一個西拉雅，有嗎？,西拉雅
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,建議新化增設中小企業工業區，解決農地違章工廠問題。,都發局,2019/5/2,p.450,我要請教都發局長，像我們新化現在要發展，每項事情都要依賴南科的外溢,新化、工業區、違章工廠
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,新化果菜市場增加董事數量，納入攤販聲音。,市長,2019/5/2,p.451,還有，我建議一下，我們知道新化果菜市場現在在興建,新化、果菜市場、董事
第3屆第1次,定期會,市政總質詢,第五選區,林志聰,區內只有一間小學，學生人數超過一百人，百人以下小學免午餐費政策要檢討。,市長,2019/5/2,p.453,好。剛才我們周議員說的，教育局長，這個百人以下免費不是只有山區要討論而已,營養午餐、百人以下
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,反對九二共識，要求市長堅定立場。,市長,2019/5/2,p.454,首先，我也藉著一開始的時間和市長探討一下國家的主權問題,中國、九二共識
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,推動安平港到澎湖的觀光航線。,市長,2019/5/2,p.456,這個議題就是我們安平和澎湖海上的交通航線，這個之前本席也很關心,安平港、澎湖
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,規劃安平夜遊方案。,市長,2019/5/2,p.457,像我們鯤鯓那裡，鯤鯓那裡有什麼豐富的生態你知道嗎,安平、夜遊
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,推廣黃金海岸海域活動。,市長,2019/5/2,p.459,像鯤鯓、喜樹、灣裡那裡，最大的特殊條件就是水域的部分,黃金海岸
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,放寬按摩場所建築相關法規。,工務局,2019/5/2,p.460,這像說稽查一些按摩的場所，現在都會面臨到一個問題,按摩業
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,盡速開闢灣裡松安里公園。,市長,2019/5/2,p.461,灣裡松安里公園預定地應該要儘速開闢，那個市長，這個部分就直接找你,灣裡、松安里
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,希望市長盡力修復台南舊地方法院高塔。,市長,2019/5/2,p.462,時間的關係。市長，這是當初我們努力來打拼的。,地方法院
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,原市立游泳池增建屋頂，打造比賽級的游泳場地。,市長,2019/5/2,p.464,游泳池，我們之前也有提到過，現在我們臺南市的游泳池,市立游泳池
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,平實營區、精忠二村、二空新村辦理都更，規劃社會住宅。,都發局,2019/5/2,p.465,再來就是社會住宅的部分，我們現在推動社會住宅,平實營區、精忠二村、二空新村、社會住宅
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,流浪動物TNVR政策，希望市府提高絕育相關經費。,市長,2019/5/2,p.465,好，來，就是動保的問題。市長，我們也很關心動保,TNVR、流浪狗
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,希望逐年降低罰款歲入收入預算。,市長,2019/5/2,p.467,市長，我們現在違規罰款也遇到很多問題，像我們現在會編列一年4.4 億元的罰款歲入收入,罰款
第3屆第1次,定期會,市政總質詢,第九選區,李啟維,反對台南市政中心遷移。,市長,2019/5/2,p.468,市長，這本席我堅決反對市政中心的遷移，我跟你說原因，有幾點,
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,鐵路東移要考慮少數人權益，要求警察面對抗爭時手段要平和。,市長,2019/5/3,p.469,主席、市長及臺南市政府所有行政官員，大家早安，我們議會的同仁大家辛苦了！,鐵路東移、鐵路地下化
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,要求訂定民族管弦樂團訂定提敘制度，補足社工人員員額。,市長,2019/5/3,p.470,我希望市長是一位好頭家，是民間企業的表率，而不是低薪的幫兇,民族管弦樂團、提敘、社工
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,台南市生育獎金不夠高。,市長,2019/5/3,p.472,大家都很關心年輕夫妻是不生育還是不敢生育的問題，很多議員都有關心過我們的生育率,生育獎金
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,反對私幼公共化政策。,市長,2019/5/3,p.472,扶老攜幼，我們在攜幼措施方面應做得更足夠才能解決一些問題,
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,併校後土地興建特色公園或長照機構，在歸仁看西里上興建親子悠遊館。,市長,2019/5/3,p.473,另外還有一個令我百思不得其解的政策，我當初也問過教育局局長,特色公園、長照、歸仁、看西里、親子悠遊館
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,歸仁公有零售市場閒置，應退還當初的捐獻金。,市長,2019/5/3,p.473,歸仁公有零售市場啓用二、三年杳無人煙、攤販收攤，閒置了32 年,歸仁、公有零售市場
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,關廟果菜市場轉運站沒有適當規劃。,市長,2019/5/3,p.474,市長，圖片中是關廟的果菜市場，你知道嗎？,關廟、果菜市場、轉運站
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,活化仁德市立游泳池。,市長,2019/5/3,p.474,市長，請站起來一下，剛才那二件你都知道，你知道螢幕中這是哪裡嗎？可能不好辨識吧？,仁德、游泳池
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,要求補助鄰長相關費用。,市長,2019/5/3,p.475,市長，要請你站起來一下，地制法第3 條村、里以內之編組為鄰,鄰長
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,南關區區域整併希望可以取名為新豐區。,市長,2019/5/3,p.480,新豐區在國土計畫法做為組合性發展區有沒有機會？,南關、新豐區
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,設立地方創生專戶。,市長,2019/5/3,p.481,我們都知道今年度是地方創生元年，關廟區列為中介城市,地方創生
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,設立自然地景審議委員會。,市長,2019/5/3,p.481,自然地景審議委員會什麼時候開會？小組成立了嗎？,自然地景、審議委員會
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,國立高中職改隸直轄市，比照國立科科等值。,市長,2019/5/3,p.482,另外教育方面的問題，螢幕圖片是南一中，國立高中職改隸直轄市,國立高中職
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,職安處應有勞檢功能，設立新豐區勞工服務中心。,市長,2019/5/3,p.483,我的政見是我們應設立勞檢處，所以請問市長，職安健康處就是勞檢處嗎？,職安處、勞檢、新豐區、勞工服務中心
第3屆第1次,定期會,市政總質詢,第十一選區,許又仁,總爺國小廢校問題。,市長,2019/5/3,p.483,蘇煥智縣長快速廢校，賴清德市長堅持不廢校，這我在業務詢答也有提到過,總爺國小
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,果菜市場冷凍庫興建BOT可能造成廠商獲利，應市府自己做。,市長,2019/5/3,p.485,我們新化果菜運銷公司即將要遷場，新用地有8 公頃,果菜市場、冷凍庫、BOT
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,永康東橋重劃區打造特色公園，納入共融式遊具。,文化局,2019/5/3,p.490,上個會期我有向文化局提到我們永康的東橋重劃區,永康、東橋重劃區、共融式遊具
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,永康砲校遷移後改為停車場用地。,市長,2019/5/3,p.490,去年上次會期提到，我們的單軌捷運在兵仔市場有一站,永康、砲校、停車場
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,T-Bike優先在永康火車站設立站點。,交通局,2019/5/3,p.490,交通局林局長，這也是我去年上次會期才問過的,T-Bike、永康、火車站
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,永康社教館戶外空間可以打造藝文展演場所。,文化局,2019/5/3,p.492,文化局長，現在永康的社教館在整修嗎？,永康、社教館
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,私設道路任意為圍路造成民眾困擾。,市長,2019/5/3,p.493,工務局蘇局長，你看螢幕這圖片，知道是什麼嗎？,私設道路
第3屆第1次,定期會,市政總質詢,第七選區,陳秋萍,專業領域教師不足，應先考慮本市的老師。,教育局,2019/5/3,p.495,教育局鄭局長，我之前有和你說現在學校有新開設電腦課程,專業領域、教師
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,大灣中排排水設施問題。,水利局,2019/5/3,p.496,螢幕中看到的是大灣中排，應該是從去年底還是今年初就開始施工了,大灣中排
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,崑大路、永大路、大灣東路路樹植栽速度過慢，應加快。,工務局,2019/5/3,p.499,本席要請教工務局，照片中剛好有這些字擋著，你看這些路樹,崑大路、永大路、大灣東路
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,要求開發楠西龜丹溫泉，改善交通動線。,觀旅局,2019/5/3,p.499,本席要請教觀光局，我曾到這個地方，今年到昨天為止剛好去第二次,楠西、龜丹溫泉
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,大灣重劃區完工後土地應盡快分配給地主。,地政局,2019/5/3,p.501,再來，本席要請教地政局，陳局長也是剛就任,大灣重劃區
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,大灣國小附近溜冰場興建進度。,市長,2019/5/3,p.502,市長，圖中這塊黃色的部分是4.7 公頃的公園。,溜冰場
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,建議二王納骨塔旁空地重要節日時開放作為停車場使用。,民政局,2019/5/3,p.503,本席再請教民政局，二王納骨塔每逢清明節及中元普渡真的是人山人海,
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,崑山科大對面土地及大灣地區土地開發問題，希望能增加建物數量以負荷人口成長速度。,都發局,2019/5/3,p.504,請坐。都發局長，大灣東路北側4 公頃多的土地開發何時可以完工？,大灣、崑山科大
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,加速大灣段319號及322號土地解編速度。,都發局,2019/5/3,p.504,再來本席還有接到一件陳情案，就是在大灣段319 號及322 號編為公用地,大灣
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,田園工廠政府不應該繼續開罰。,市長,2019/5/3,p.505,市長，上個禮拜我們有去參加什麼新創協會？,田園工廠
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,要求在學校附近廣設電動機車充電站。,環保局,2019/5/3,p.506,環保局長，本席有個故事，有個阿公來找我陳情,電動車
第3屆第1次,定期會,市政總質詢,第七選區,楊中成,要求整修永康社教館。,文化局,2019/5/3,p.506,好，最後我問一下文化局。,永康、社教館
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,要求原縣區成立農漁業小組，幫助產業發展。,市長,2019/5/6,p.507,所以本席質詢時間要和市長探討，尤其北門區也是農漁業重鎭,農漁業小組
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,華宗盃排球比賽規模擴大，場地不敷使用，應興建相關球場，並藉此行銷台南。,市長,2019/5/6,p.508,學甲華宗盃今年已經40 屆了，我當鎮長的時候，一年差不多都200 隊,華宗盃、排球
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,學甲蜀葵文化應多推廣，編列更多經費，帶動如燈會之地方發展。,市長,2019/5/6,p.510,市長，說到學甲的蜀葵，以前蜀葵種植非常辛苦，你請坐。,學甲、蜀葵
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,詢問南53線建設進度。,工務局,2019/5/6,p.512,另外南53 線，請工務局長說一下進度。,南53
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,產業道路破損嚴重，應編列更多經費處理。,市長,2019/5/6,p.512,向市長報告，北門區其實也是農漁業重鎮，很多產業道路已破損得很嚴重,
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,詢問學甲菜市場改建進度。,經發局,2019/5/6,p.513,菜市場部分已經拖延很久，從本席擔任鎮長開始到現在,學甲、菜市場
第3屆第1次,定期會,市政總質詢,第二選區,謝財旺,要求處理流浪狗傷人事件。,市長,2019/5/6,p.513,近年民意高漲，網路的部分很重要，動保處處長、市長，去看看網路這則新聞,
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,裝設路燈造成農產光害問題，希望農業局協助介入並補償農民。,農業局,2019/5/6,p.514,農業局局長，我相信這是農民的痛，很多都是因為地方需要、道路安全需要,光害、路燈
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,農路遇天災破損應做出緊急措施，讓農民放心出入。,農業局,2019/5/6,p.515,我們再看這張照片，這是大內，去年823 風災時所坍塌的一條道路,農路
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,農舍拆除廢棄物處理問題，要求地政局協助處理。,地政局,2019/5/6,p.515,這件關係到農業局、環保局以及地政局，這是一位民眾一直陳陳的案件。,農舍、廢棄物
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,魚塭被倒廢棄物，要求相關局處要徹查。,環保局,2019/5/6,p.516,這件也是檢舉案件，當地魚塭被倒了很多廢棄物,魚塭、廢棄物
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,石棉瓦廢棄物處理問題。,環保局,2019/5/6,p.517,再請教環保局，這是石綿瓦，兩塊石綿瓦差不多50 公斤,石棉瓦
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,大內國中附近道路拓寬，剩下一戶未徵收，應加速拆遷進度。,工務局,2019/5/6,p.518,這是大內國中，市長之前答應要拓寬這條大內國中路段,大內國中
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,建議大內區環湖里施作側溝，解決排水問題。,工務局,2019/5/6,p.519,是大內區環湖里，我們來看，從84 快速道路下來，這邊都有住戶,大內、環湖里
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,加強義消、消防人員福利，提供更好的設備。,消防局,2019/5/6,p.519,首先本席要向消防、警消、義消等同仁致敬，謝謝他們在第一時間就趕到現場,義消、消防人員
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,要求溜滑梯設置遮陽設施及護欄。,觀旅局,2019/5/6,p.520,我先獎勵一下觀光旅遊局，在官田區設了一個這麼大的溜滑梯，很不錯！,溜滑梯
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,烏山頭風景區土地地目問題，希望能幫助農民參加農保。,都發局,2019/5/6,p.520,烏山頭有一塊土地，要做風景特定區裡的青年活動中心及停車場,烏山頭、農保
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,麻豆口中排土堤工程希望一次到位，不要造成農民二次困擾。,水利局,2019/5/6,p.521,這是麻豆口中排，很感謝水利局這次撥了300 萬元改善經費,麻豆口中排
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,建議下營北頂中排設置閘門，解決淹水問題。,水利局,2019/5/6,p.522,這是下營北頂中排，就是從橋頭仔要接到大溪的排水,下營、北頂中排
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,詢問下營大溪橋排水設施興建進度。,水利局,2019/5/6,p.524,這座下營大溪橋的高度不足，所以水流到這裡,下營、大溪橋
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,托育中心兒童受傷後要有SOP通報系統。,教育局,2019/5/6,p.524,這件是個案，托育中心兒童受傷之後，有沒有制式的SOP 或是通報系統？,托育中心
第3屆第1次,定期會,市政總質詢,第三選區,陳秋宏,下營需要直達台南市區的公車。,交通局,2019/5/6,p.524,這次交通局已幫我們規劃麻豆直達臺南的班車，希望局長能和我們多溝通,下營、台南市區、公車
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,里鄰整併後導致一個里有多個社區，市府須協助整合。,市長,2019/5/6,p.525,但有個大問題要注意，就是在第二屆賴市長手裡里鄰合併,里鄰整併
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,既成道路編列補償費問題。,工務局,2019/5/6,p.525,今天重要議題大部分都是全民性的，首先討論工務局,既成道路、補償
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,南科LM區道路經費未使用被收回，要求市府爭取。,工務局,2019/5/6,p.526,局長，第二件也很簡單，就是前瞻計畫目前的執行狀況,LM區、南科
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,T-bike增設大型景點的站點，並推動電動T-bike。,交通局,2019/5/6,p.528,再來交通局局長，辛苦了！前幾天業務質詢時有問到T-bike 的設置原則,T-bike
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,善化車站停車問題，台糖土地不能出租為非停車場用途使用。,交通局,2019/5/6,p.530,開始今天的重頭戲，整個南科區裡面兩大車站,善化車站、停車場
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,詢問虎頭埤BOT飯店建置情形，並推廣週圍觀光景點。,觀旅局,2019/5/6,p.531,觀光局，再來就是新化的議題，其實南科區一直以來5 區都串連在一起,虎頭埤
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,詢問南168線觀光廊道經費爭取情形。,觀旅局,2019/5/6,p.533,三項就是168 觀光廊道，168 是市長也很重視的政見,南168
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,新化掩埋場封閉掩埋需要覆土，造成地方環境問題。,環保局,2019/5/6,p.533,再來林局長，這案件我們已經討論很多遍，差不多要有結果了,新化掩埋場
第3屆第1次,定期會,市政總質詢,第五選區,李偉智,森霸火力電廠擴廠，造成空汙、酸雨等環境問題。,環保局,2019/5/6,p.535,再來的重點是森霸火力電場要進行二期擴廠，你知道吧？,森霸火力發電廠
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,台南機場增加往越南、日本的航線，並邀請航空公司到台南作為主基地。,市長,2019/5/7,p.538,第一個問題是南區臺南機場的發展，大家都知道臺南機場可以說是臺南的國際門窗,台南機場
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,打通永成路，連接南區與仁德。,市長,2019/5/7,p.541,接下來要關心地方建設，與市長、相關局處長分享南區的交通發展,永成路、南區、仁德
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,要求開闢喜樹路151巷,市長,2019/5/7,p.541,另外建議市長，期望在市府經費的有機會的情況，現在明興路619 巷已經進行徵收,喜樹路
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,開闢86快速道路橋下空間，設立特色公園或親子活動空間。,市長,2019/5/7,p.542,接下來建議市長，其實我們發現86 快速道路橫跨了臺南很多地方,86快速道路、特色公園
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,規劃安平夜間觀光行程，讓遊客能留下來消費。,市長,2019/5/7,p.542,接下來除了南區的交通建設以外，我想安平在某個程度上其實也是全臺灣很知名的旅,安平
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,建議成立青年事務局，解決青年問題。,市長,2019/5/7,p.544,利用最後的時間也與市長一起分享，之前在您當立委的時候其實也跟您建議過,青年事務局
第3屆第1次,定期會,市政總質詢,第九選區,呂維胤,租房價格高，應多打造社會住宅。,市長,2019/5/7,p.544,特別在臺南，我剛才有提到青年在成長過程中會遇到一些困難,社會住宅
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,機關首長有人的另一半在中國經商，可能會影響市政表現。,市長,2019/5/7,p.547,另外請問市長，不曉得你對各局處首長的背景都瞭解嗎？,中國、經商
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,房屋稅調降，稅收短少，要平衡收入支出。,市長,2019/5/7,p.548,下一個問題，請問市長，明年房屋稅調降，稅收短少23 億，市長您認為這樣會對市政的建設會產生甚麼樣的影響？,房屋稅
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,要處理好市府政績的相關宣導，做好市府的門面。,新聞處,2019/5/7,p.549,請問處長在新聞處主要負責的業務項目有哪些？,政績宣導
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,永康到嘉藥設置永康轉運站，減少等公車時間。,交通局,2019/5/7,p.551,現在要質詢的項目大綱有10 項，請問交通局局長，我3 月7 日提了兩個案子,永康、嘉藥、永康轉運站
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,永大路、中正路為直行道路，但沒有公車直達，要考慮幹線公車的規劃。,交通局,2019/5/7,p.552,非常用心，佳欣議員4 月6 日還特地去搭了公車，真的很用心,永大路、中正路
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,仁德車站附近路口常因火車而交通壅塞，希望可以鐵路高架化,市長,2019/5/7,p.553,下一個是鐵路地下化，這個提案是我當時與鴻儀、吳禹寰議員一起提出的,仁德車站、高架化
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,仁德車站附近路口常因火車而交通壅塞，希望可以鐵路高架化,市長,2019/5/7,p.553,另外淹水的問題，其實高架化又可以解決仁德區保安路一段潭稅地下道的問題,
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,詢問建請農業局提供農業政策與相關措施一案進度。,農業局,2019/5/7,p.554,謝謝市長，請問農業局長，之前我有提一個案子，當時有建請農業局提供農業政策與相關措施,農業政策
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,建議龍崎地景可以規劃為生態休憩園區。,市長,2019/5/7,p.555,這裡是龍崎掩埋場，在1 月25 日市長就宣布這裡暫定為自然景地,龍崎、生態休憩園區
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,不僅龍崎垃圾掩埋場，其他區的自然地景也要保留。,市長,2019/5/7,p.555,市長，還有一個重點，臺南市類似這樣的地景，你知道哪一區還有嗎？,龍崎、自然地景
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,結合市府局處推動南關線四區觀光發展。,觀旅局,2019/5/7,p.556,經發局的部分，希望可以盤點仁德、歸仁、關廟、龍崎的資源，整合南關線4 區,南關線
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,要求歸仁零售市場相關設備整修，並善用二、三蘭空間。,經發局,2019/5/7,p.557,謝謝局長。請問經發局局長，首先非常感謝局處在107 年有整合,歸仁、零售市場
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,針對老舊工業區更新預算，可以優先考量南關地區。,經發局,2019/5/7,p.558,謝謝市長與局長，接著也與經發局有關，在108 年上次的業務報告中提到,老舊工業區
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,沙崙科學園區發展要顧及週圍的居民。,經發局,2019/5/7,p.559,謝謝局長，接著要談到的是有關沙崙綠能科學城的部分,沙崙、科學園區
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,南關線爭取一個區域型醫院。,衛生局,2019/5/7,p.560,這個部分是有關182 線也就是南關線，從這個圖可以看到,南關、區域型醫院
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,南關線需要有急診醫院。,衛生局,2019/5/7,p.560,謝謝，一樣的議題，這一次定期會總質詢中，新豐區的議員也有提出南關線新豐區的急救網問題,南關、急診
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,南關線救護車資源缺乏。,消防局,2019/5/7,p.561,謝謝局長，下一個議題要請問消防局，就我知道南關線救護車的資源方面,南關、救護車
第3屆第1次,定期會,市政總質詢,第十一選區,鄭佳欣,提高鼓勵青年就業獎金。,勞工局,2019/5/7,p.561,請教勞工局局長，請問局長108 年度勞動部地方政府的政績督導的考評，請問臺南市在六都是排第幾名？,青年就業
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,詢問智慧城市辦公室設立進度。,市長,2019/5/7,p.563,關於智慧城市辦公室的設立，還有設立一個資訊長整合市府的數據，目前的進度到哪裡？,智慧城市
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,希望市府用心規劃新豐區的觀光行銷。,觀旅局,2019/5/7,p.563,接下來是觀光旅遊的部分，競選的slogan 都寫得很好聽,新豐
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,大潭埤土地歸屬問題，希望能打造成都會公園。,市長,2019/5/7,p.563,這個也是，市長上上禮拜也有去！這是哪裡？,大潭埤
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,詢問智慧城市AI建置海與空的規劃進度。,研考會,2019/5/7,p.565,接下來這是你的政見「推動工業4.0 和精緻新農漁，有感振興城市經濟」,智慧城市、AI
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,要求市府做好農漁冷鏈系統。,農業局,2019/5/7,p.565,謝謝主委，接下來就是「農漁冷鏈」的部分，局長,冷鏈
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,詢問弱勢及受暴婦幼穿戴式智慧裝置推動情形。,社會局,2019/5/7,p.566,另外一點就是社會局，弱勢獨老及受暴婦幼補助穿戴式智慧裝置，社會局現在推動情況怎麼樣？,弱勢、婦幼、穿戴式智慧裝置
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,建議資源集中給里長、鄰長，提高春節慰問金金額。,市長,2019/5/7,p.566,接下來是最近吵很嚴重的議題，「健全社區網絡」，其實社區的安全網要靠里長、鄰長,里長、鄰長、春節慰問金
第3屆第1次,定期會,市政總質詢,第十一選區,郭鴻儀,詢問AI數據運動中心建置進度。,研考會,2019/5/7,p.567,談到體育活動、運動政策，市長在競選當中，我們有很多討論,AI、數據運動中心
